frame,video_time_s,r_state,r_reason,valid_candidates,target_id,track_state,event,reason,lost_frames,lock_active,selected_index,r_x,r_y,target_x,target_y,target_radius,dx_img,dy_img,distance_px,angle_rad,angle_deg,angle_error_deg
166,5.533333,lost,NO_R_CANDIDATE,0,,waiting,NONE,R_LOST,0,0,,,,,,,,,,,,
167,5.566667,lost,NO_R_CANDIDATE,0,,waiting,NONE,R_LOST,0,0,,,,,,,,,,,,
168,5.600000,lost,NO_R_CANDIDATE,0,,waiting,NONE,R_LOST,0,0,,,,,,,,,,,,
169,5.633333,lost,NO_R_CANDIDATE,0,,waiting,NONE,R_LOST,0,0,,,,,,,,,,,,
170,5.666667,lost,NO_R_CANDIDATE,0,,waiting,NONE,R_LOST,0,0,,,,,,,,,,,,
171,5.700000,lost,NO_R_CANDIDATE,0,,waiting,NONE,R_LOST,0,0,,,,,,,,,,,,
172,5.733333,lost,NO_R_CANDIDATE,0,,waiting,NONE,R_LOST,0,0,,,,,,,,,,,,
173,5.766667,lost,NO_R_CANDIDATE,0,,waiting,NONE,R_LOST,0,0,,,,,,,,,,,,
174,5.800000,lost,NO_R_CANDIDATE,0,,waiting,NONE,R_LOST,0,0,,,,,,,,,,,,
175,5.833333,lost,NO_R_CANDIDATE,0,,waiting,NONE,R_LOST,0,0,,,,,,,,,,,,
176,5.866667,lost,NO_R_CANDIDATE,0,,waiting,NONE,R_LOST,0,0,,,,,,,,,,,,
177,5.900000,lost,NO_R_CANDIDATE,0,,waiting,NONE,R_LOST,0,0,,,,,,,,,,,,
178,5.933333,lost,NO_R_CANDIDATE,0,,waiting,NONE,R_LOST,0,0,,,,,,,,,,,,
179,5.966667,lost,NO_R_CANDIDATE,0,,waiting,NONE,R_LOST,0,0,,,,,,,,,,,,
180,6.000000,lost,NO_R_CANDIDATE,0,,waiting,NONE,R_LOST,0,0,,,,,,,,,,,,
181,6.033333,lost,NO_R_CANDIDATE,0,,waiting,NONE,R_LOST,0,0,,,,,,,,,,,,
182,6.066667,lost,NO_R_CANDIDATE,0,,waiting,NONE,R_LOST,0,0,,,,,,,,,,,,
183,6.100000,lost,NO_R_CANDIDATE,0,,waiting,NONE,R_LOST,0,0,,,,,,,,,,,,
184,6.133333,lost,NO_R_CANDIDATE,0,,waiting,NONE,R_LOST,0,0,,,,,,,,,,,,
185,6.166667,lost,NO_R_CANDIDATE,0,,waiting,NONE,R_LOST,0,0,,,,,,,,,,,,
186,6.200000,lost,NO_R_CANDIDATE,0,,waiting,NONE,R_LOST,0,0,,,,,,,,,,,,
187,6.233333,lost,NO_R_CANDIDATE,0,,waiting,NONE,R_LOST,0,0,,,,,,,,,,,,
188,6.266667,lost,NO_R_CANDIDATE,0,,waiting,NONE,R_LOST,0,0,,,,,,,,,,,,
189,6.300000,lost,NO_R_CANDIDATE,0,,waiting,NONE,R_LOST,0,0,,,,,,,,,,,,
190,6.333333,lost,NO_R_CANDIDATE,0,,waiting,NONE,R_LOST,0,0,,,,,,,,,,,,
191,6.366667,lost,NO_R_CANDIDATE,0,,waiting,NONE,R_LOST,0,0,,,,,,,,,,,,
192,6.400000,lost,NO_R_CANDIDATE,0,,waiting,NONE,R_LOST,0,0,,,,,,,,,,,,
193,6.433333,lost,NO_R_CANDIDATE,0,,waiting,NONE,R_LOST,0,0,,,,,,,,,,,,
194,6.466667,lost,NO_R_CANDIDATE,0,,waiting,NONE,R_LOST,0,0,,,,,,,,,,,,
195,6.500000,lost,NO_R_CANDIDATE,0,,waiting,NONE,R_LOST,0,0,,,,,,,,,,,,
196,6.533333,lost,NO_R_CANDIDATE,0,,waiting,NONE,R_LOST,0,0,,,,,,,,,,,,
197,6.566667,lost,NO_R_CANDIDATE,0,,waiting,NONE,R_LOST,0,0,,,,,,,,,,,,
198,6.600000,lost,NO_R_CANDIDATE,0,,waiting,NONE,R_LOST,0,0,,,,,,,,,,,,
199,6.633333,detected,OK,1,1,detected,ACQUIRED,NEW_TRACK_SEGMENT,0,1,0,754.000000,487.500000,760.500000,698.500000,40.099998,6.500000,211.000000,211.100095,-1.540000,-88.235522,
200,6.666667,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,753.000000,493.000000,759.500000,704.500000,40.000000,6.500000,211.500000,211.599858,-1.540073,-88.239691,0.004169
201,6.700000,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,751.000000,502.500000,755.500000,715.500000,40.200001,4.500000,213.000000,213.047530,-1.549673,-88.789706,0.545846
202,6.733333,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,750.500000,505.500000,754.500000,718.500000,40.400002,4.000000,213.000000,213.037555,-1.552019,-88.924149,0.088064
203,6.766667,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,750.500000,508.500000,753.500000,719.500000,34.299999,3.000000,211.000000,211.021326,-1.556579,-89.185423,0.073992
204,6.800000,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,750.500000,511.500000,752.500000,722.500000,37.700001,2.000000,211.000000,211.009478,-1.561318,-89.456928,0.054627
205,6.833333,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,751.000000,512.500000,747.500000,725.500000,38.500000,-3.500000,213.000000,213.028754,-1.587227,-90.941395,1.245738
206,6.866667,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,751.500000,513.000000,746.500000,725.500000,38.700001,-5.000000,212.500000,212.558815,-1.594321,-91.347887,0.330532
207,6.900000,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,752.000000,514.500000,747.500000,727.500000,36.000000,-4.500000,213.000000,213.047530,-1.591920,-91.210294,0.742405
208,6.933333,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,752.000000,515.000000,743.500000,724.500000,40.799999,-8.500000,209.500000,209.672363,-1.611347,-92.323375,0.805232
209,6.966667,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,752.500000,515.000000,742.500000,726.500000,40.000000,-10.000000,211.500000,211.736275,-1.618042,-92.707004,0.246313
210,7.000000,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,753.000000,515.000000,743.500000,729.500000,36.400002,-9.500000,214.500000,214.710270,-1.615056,-92.535918,0.702503
211,7.033333,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,753.000000,515.500000,739.500000,727.500000,40.000000,-13.500000,212.000000,212.429400,-1.634390,-93.643632,0.857299
212,7.066667,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,753.000000,515.500000,734.500000,726.500000,38.000000,-18.500000,211.000000,211.809466,-1.658250,-95.010750,0.773783
213,7.100000,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,753.000000,515.500000,738.500000,728.500000,36.400002,-14.500000,213.000000,213.492974,-1.638767,-93.894408,2.019190
214,7.133333,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,752.500000,515.500000,733.500000,727.500000,39.400002,-19.000000,212.000000,212.849712,-1.660180,-95.121317,1.131736
215,7.166667,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,753.000000,515.500000,731.500000,727.500000,38.599998,-21.500000,212.000000,213.087423,-1.671866,-95.790858,0.121675
216,7.200000,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,752.500000,516.000000,732.500000,727.500000,34.700001,-20.000000,211.500000,212.443522,-1.665079,-95.401977,0.985417
217,7.233333,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,752.000000,517.000000,728.500000,726.500000,34.900002,-23.500000,209.500000,210.813899,-1.682501,-96.400219,0.795872
218,7.266667,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,752.000000,517.000000,727.500000,727.500000,34.900002,-24.500000,210.500000,211.920976,-1.686665,-96.638760,0.282177
219,7.300000,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,752.000000,515.500000,726.500000,724.500000,37.799999,-25.500000,209.000000,210.549875,-1.692206,-96.956252,0.090356
220,7.333333,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,751.500000,515.500000,720.500000,726.500000,37.799999,-31.000000,211.000000,213.265093,-1.716672,-98.358068,1.030112
221,7.366667,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,751.000000,515.500000,721.500000,725.500000,34.700001,-29.500000,210.000000,212.061901,-1.710359,-97.996368,1.145450
