frame,video_time_s,r_state,r_reason,valid_candidates,target_id,track_state,event,reason,lost_frames,lock_active,selected_index,r_x,r_y,target_x,target_y,target_radius,dx_img,dy_img,distance_px,angle_rad,angle_deg,angle_error_deg
45,1.500000,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,602.500000,389.000000,648.500000,594.500000,34.700001,46.000000,205.500000,210.585493,-1.350582,-77.382659,0.126644
46,1.533333,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,606.000000,391.500000,653.500000,597.500000,34.599998,47.500000,206.000000,211.405416,-1.344175,-77.015540,0.439110
47,1.566667,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,626.000000,415.500000,677.500000,619.500000,39.500000,51.500000,204.000000,210.400214,-1.323512,-75.831663,0.553293
48,1.600000,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,631.000000,419.500000,687.500000,622.500000,37.000000,56.500000,203.000000,210.716041,-1.299341,-74.446779,0.532982
49,1.633333,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,634.500000,423.000000,689.500000,626.500000,34.700001,55.000000,203.500000,210.801447,-1.306833,-74.875993,1.494308
50,1.666667,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,638.000000,426.500000,692.500000,630.500000,40.099998,54.500000,204.000000,211.154564,-1.309736,-75.042364,0.633743
51,1.700000,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,640.000000,433.000000,697.500000,635.500000,35.000000,57.500000,202.500000,210.505344,-1.294128,-74.148072,0.680419
52,1.733333,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,641.000000,433.500000,701.500000,635.500000,37.599998,60.500000,202.000000,210.865478,-1.279794,-73.326782,0.335249
53,1.766667,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,642.000000,433.000000,698.500000,636.500000,37.200001,56.500000,203.500000,211.197775,-1.299976,-74.483150,1.776509
54,1.800000,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,642.000000,433.500000,700.500000,636.500000,39.700001,58.500000,203.000000,211.261094,-1.290221,-73.924217,0.649395
55,1.833333,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,640.500000,433.500000,701.500000,638.500000,36.400002,61.000000,205.000000,213.883146,-1.281579,-73.429049,0.325873
56,1.866667,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,641.000000,433.000000,702.500000,634.500000,34.599998,61.500000,201.500000,210.676292,-1.274566,-73.027239,0.102166
57,1.900000,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,640.000000,431.000000,705.500000,630.500000,37.400002,65.500000,199.500000,209.977380,-1.253564,-71.823916,0.862812
58,1.933333,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,637.000000,425.500000,701.500000,626.500000,40.000000,64.500000,201.000000,211.095358,-1.260281,-72.208797,1.070517
59,1.966667,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,636.000000,423.500000,698.500000,624.500000,37.200001,62.500000,201.000000,210.492874,-1.269328,-72.727165,0.775797
60,2.000000,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,636.000000,421.500000,698.500000,621.500000,37.200001,62.500000,200.000000,209.538183,-1.267911,-72.645975,0.134080
61,2.033333,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,634.000000,419.000000,700.500000,618.500000,39.099998,66.500000,199.500000,210.291464,-1.249046,-71.565051,1.080182
62,2.066667,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,634.000000,417.000000,700.500000,616.500000,34.700001,66.500000,199.500000,210.291464,-1.249046,-71.565051,0.432815
63,2.100000,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,634.000000,415.000000,701.500000,613.500000,35.000000,67.500000,198.500000,209.662825,-1.243013,-71.219379,0.085983
64,2.133333,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,634.000000,413.000000,701.500000,611.500000,34.700001,67.500000,198.500000,209.662825,-1.243013,-71.219379,0.294082
65,2.166667,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,634.000000,407.000000,705.500000,604.500000,34.900002,71.500000,197.500000,210.044043,-1.223449,-70.098462,0.944469
66,2.200000,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,633.500000,407.000000,705.500000,603.500000,38.799999,72.000000,196.500000,209.275536,-1.219576,-69.876549,0.332324
67,2.233333,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,632.000000,407.000000,709.500000,602.500000,37.000000,77.500000,195.500000,210.300975,-1.193380,-68.375663,1.079579
68,2.266667,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,631.000000,407.500000,705.500000,603.500000,39.099998,74.500000,196.000000,209.681306,-1.207560,-69.188100,1.665576
69,2.300000,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,630.000000,408.000000,706.500000,604.500000,34.599998,76.500000,196.500000,210.866071,-1.199537,-68.728391,0.272801
70,2.333333,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,630.000000,409.000000,704.500000,604.500000,37.900002,74.500000,195.500000,209.214005,-1.206711,-69.139449,0.707086
71,2.366667,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,630.000000,409.000000,707.500000,605.500000,35.000000,77.500000,196.500000,211.230916,-1.195125,-68.475623,0.650632
72,2.400000,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,630.000000,409.500000,707.500000,605.500000,34.900002,77.500000,196.000000,210.765865,-1.194255,-68.425753,0.223577
73,2.433333,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,630.000000,410.500000,707.500000,605.500000,39.200001,77.500000,195.000000,209.836246,-1.192502,-68.325351,0.083614
74,2.466667,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,630.500000,412.000000,709.500000,607.500000,39.400002,79.000000,195.500000,210.858365,-1.186767,-67.996757,0.178024
75,2.500000,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,628.000000,419.000000,709.500000,612.500000,34.900002,81.500000,193.500000,209.963092,-1.172158,-67.159727,0.615249
76,2.533333,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,628.000000,419.000000,710.500000,612.500000,38.599998,82.500000,193.500000,210.353274,-1.167777,-66.908705,0.216857
77,2.566667,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,627.500000,419.000000,707.500000,612.500000,37.200001,80.000000,193.500000,209.385410,-1.178761,-67.538003,1.010435
78,2.600000,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,628.000000,419.000000,711.500000,612.500000,35.099998,83.500000,193.500000,210.747479,-1.163412,-66.658617,0.902424
79,2.633333,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,628.000000,421.000000,713.500000,612.500000,38.500000,85.500000,191.500000,209.720051,-1.150877,-65.940423,0.380261
80,2.666667,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,628.000000,421.500000,713.500000,613.500000,34.400002,85.500000,192.000000,210.176711,-1.151847,-65.995992,0.545606
81,2.700000,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,627.500000,421.000000,716.500000,612.500000,37.299999,89.000000,191.500000,211.171139,-1.135743,-65.073259,0.650939
82,2.733333,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,626.000000,421.000000,713.500000,611.500000,39.500000,87.500000,190.500000,209.634205,-1.140221,-65.329849,0.788761
83,2.766667,detected,OK,0,1,lost,LOST,NO_VALID_TARGET,1,1,,626.000000,421.000000,,,,,,,,,
84,2.800000,detected,OK,1,1,detected,REACQUIRED,MATCHED_EXISTING_ID,0,1,0,625.500000,421.000000,713.500000,611.500000,39.400002,88.000000,190.500000,209.843394,-1.138056,-65.205789,0.309272
85,2.833333,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,624.000000,422.000000,710.500000,612.500000,37.700001,86.500000,190.500000,209.218785,-1.144564,-65.578710,0.527732
86,2.866667,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,623.000000,423.500000,709.500000,615.500000,37.099998,86.500000,192.000000,210.585493,-1.147509,-65.747443,0.112452
87,2.900000,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,618.000000,421.500000,712.500000,609.500000,34.599998,94.500000,188.000000,210.414472,-1.105023,-63.313173,2.535533
88,2.933333,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,618.000000,422.000000,712.500000,608.500000,39.400002,94.500000,186.500000,209.075345,-1.101801,-63.128557,0.728336
89,2.966667,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,618.000000,422.000000,713.500000,611.500000,36.299999,95.500000,189.500000,212.203911,-1.103988,-63.253825,0.746884
90,3.000000,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,604.500000,427.000000,703.500000,611.500000,38.500000,99.000000,184.500000,209.383022,-1.078311,-61.782644,1.148318
91,3.033333,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,604.000000,427.500000,703.500000,612.500000,39.599998,99.500000,185.000000,210.060110,-1.077339,-61.726955,0.726500
92,3.066667,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,604.000000,428.000000,703.500000,612.500000,39.099998,99.500000,184.500000,209.619894,-1.076209,-61.662220,0.426855
93,3.100000,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,594.500000,436.000000,702.500000,617.500000,36.900002,108.000000,181.500000,211.201918,-1.034031,-59.245606,2.095766
94,3.133333,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,594.000000,437.000000,699.500000,618.500000,34.400002,105.500000,181.500000,209.934514,-1.044265,-59.831967,1.745515
95,3.166667,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,593.000000,437.000000,696.500000,618.500000,37.700001,103.500000,181.500000,208.936593,-1.052541,-60.306139,0.935120
96,3.200000,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,580.000000,445.500000,690.500000,624.500000,38.500000,110.500000,179.000000,210.359811,-1.017740,-58.312202,1.907037
97,3.233333,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,578.000000,447.500000,689.500000,623.500000,36.799999,111.500000,176.000000,208.346466,-1.006092,-57.644812,0.182326
98,3.266667,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,576.000000,447.500000,683.500000,626.500000,36.599998,107.500000,179.000000,208.799545,-1.029966,-59.012713,2.144686
99,3.300000,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,568.500000,454.000000,683.500000,632.500000,36.299999,115.000000,178.500000,212.337585,-0.998468,-57.208029,1.885774
100,3.333333,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,568.000000,455.000000,682.500000,630.500000,34.400002,114.500000,175.500000,209.548324,-0.992721,-56.878700,0.343891
101,3.366667,detected,OK,1,1,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,567.500000,456.500000,682.500000,629.500000,39.900002,115.000000,173.000000,207.735409,-0.984129,-56.386429,0.043392
102,3.400000,detected,OK,1,1,lost,LOST,NO_MATCH,1,1,,560.500000,467.500000,,,,,,,,,
103,3.433333,detected,OK,1,1,lost,HOLD,NO_MATCH,2,1,,560.000000,468.500000,,,,,,,,,
104,3.466667,detected,OK,1,1,lost,HOLD,NO_MATCH,3,1,,560.000000,467.500000,,,,,,,,,
105,3.500000,detected,OK,1,1,lost,HOLD,NO_MATCH,4,1,,560.000000,467.000000,,,,,,,,,
106,3.533333,detected,OK,1,1,lost,HOLD,NO_MATCH,5,1,,560.000000,479.000000,,,,,,,,,
107,3.566667,detected,OK,1,1,lost,HOLD,NO_MATCH,6,1,,550.500000,506.000000,,,,,,,,,
108,3.600000,detected,OK,1,1,lost,HOLD,NO_MATCH,7,1,,540.500000,566.000000,,,,,,,,,
109,3.633333,detected,OK,1,1,lost,RELEASED,NO_MATCH,8,0,,536.000000,592.000000,,,,,,,,,
110,3.666667,detected,OK,1,2,detected,ACQUIRED,NEW_TRACK_SEGMENT,0,1,0,527.500000,618.500000,715.500000,571.500000,33.500000,188.000000,-47.000000,193.785964,0.244979,14.036243,
111,3.700000,detected,OK,1,2,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,518.500000,643.500000,705.500000,597.500000,36.299999,187.000000,-46.000000,192.574661,0.241200,13.819762,0.216482
112,3.733333,detected,OK,2,2,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,514.000000,741.500000,698.500000,689.500000,35.299999,184.500000,-52.000000,191.687897,0.274717,15.740109,2.136829
113,3.766667,detected,OK,2,2,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,512.500000,757.500000,702.500000,704.500000,35.099998,190.000000,-53.000000,197.253644,0.272032,15.586304,0.792055
114,3.800000,detected,OK,2,2,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,514.000000,763.000000,700.500000,706.500000,34.900002,186.500000,-56.500000,194.870470,0.294160,16.854135,0.946403
115,3.833333,detected,OK,1,2,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,527.500000,761.000000,708.500000,701.500000,35.799999,181.000000,-59.500000,190.528869,0.317601,18.197208,0.643084
116,3.866667,detected,OK,2,2,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,534.500000,747.500000,714.500000,687.500000,35.799999,180.000000,-60.000000,189.736660,0.321751,18.434949,0.719482
117,3.900000,detected,OK,2,2,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,538.000000,742.500000,719.500000,679.500000,33.799999,181.500000,-63.000000,192.123007,0.334096,19.142268,0.037890
118,3.933333,detected,OK,2,2,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,557.500000,728.500000,739.500000,662.500000,34.599998,182.000000,-66.000000,193.597521,0.347888,19.932537,0.105683
119,3.966667,detected,OK,2,2,detected,TRACKED,MATCHED_EXISTING_ID,0,1,1,558.500000,727.500000,736.500000,661.500000,37.700001,178.000000,-66.000000,189.842040,0.355072,20.344101,0.315294
120,4.000000,detected,OK,2,2,detected,TRACKED,MATCHED_EXISTING_ID,0,1,1,560.000000,725.500000,737.500000,659.500000,33.299999,177.500000,-66.000000,189.373309,0.355989,20.396694,0.548148
121,4.033333,detected,OK,2,2,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,562.500000,723.000000,739.500000,655.500000,33.299999,177.000000,-67.500000,189.434025,0.364331,20.874647,0.096471
122,4.066667,detected,OK,2,2,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,564.000000,724.500000,742.500000,654.500000,35.099998,178.500000,-70.000000,191.734843,0.373727,21.412969,0.118252
123,4.100000,detected,OK,2,2,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,564.000000,727.500000,743.500000,657.500000,33.799999,179.500000,-70.000000,192.666162,0.371832,21.304398,0.575942
124,4.133333,detected,OK,2,2,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,564.500000,733.500000,737.500000,660.500000,35.500000,173.000000,-73.000000,187.771137,0.399297,22.878058,1.336665
125,4.166667,detected,OK,2,2,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,564.500000,737.000000,736.500000,662.500000,34.700001,172.000000,-74.500000,187.441324,0.408745,23.419344,0.230375
126,4.200000,detected,OK,2,2,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,564.000000,741.000000,736.500000,666.500000,35.799999,172.500000,-74.500000,187.900239,0.407687,23.358746,0.740108
127,4.233333,detected,OK,2,2,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,566.000000,744.000000,737.500000,668.500000,35.200001,171.500000,-75.500000,187.383297,0.414702,23.760689,0.018476
128,4.266667,detected,OK,2,2,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,584.000000,763.000000,754.500000,680.500000,35.500000,170.500000,-82.500000,189.410929,0.450661,25.820992,1.669445
129,4.300000,detected,OK,2,2,detected,TRACKED,MATCHED_EXISTING_ID,0,1,1,585.000000,765.000000,752.500000,679.500000,33.299999,167.500000,-85.500000,188.059831,0.471971,27.041937,0.162310
130,4.333333,detected,OK,1,2,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,586.500000,767.000000,751.500000,682.500000,35.500000,165.000000,-84.500000,185.378667,0.473297,27.117949,1.047548
131,4.366667,detected,OK,2,2,detected,TRACKED,MATCHED_EXISTING_ID,0,1,1,599.500000,775.000000,763.500000,682.500000,34.700001,164.000000,-92.500000,188.287679,0.513547,29.424058,1.601570
132,4.400000,detected,OK,2,2,detected,TRACKED,MATCHED_EXISTING_ID,0,1,1,600.500000,774.500000,764.500000,680.500000,34.700001,164.000000,-94.000000,189.029098,0.520458,29.820073,0.949154
133,4.433333,detected,OK,2,2,detected,TRACKED,MATCHED_EXISTING_ID,0,1,0,602.000000,774.500000,761.500000,677.500000,33.500000,159.500000,-97.000000,186.679538,0.546391,31.305895,0.520316
134,4.466667,detected,OK,2,2,detected,TRACKED,MATCHED_EXISTING_ID,0,1,1,612.000000,778.000000,766.500000,674.500000,33.599998,154.500000,-103.500000,185.963706,0.590240,33.818246,1.338717
135,4.500000,detected,OK,2,2,detected,TRACKED,MATCHED_EXISTING_ID,0,1,1,614.000000,778.000000,767.500000,673.500000,33.299999,153.500000,-104.500000,185.694642,0.597711,34.246320,1.281046
