frame,r_state,r_reason,r_x,r_y,r_score,candidate_count,local_index,target_x,target_y,target_radius,geometry_valid,dx_img,dy_img,distance_px,angle_rad,angle_deg
21,detected,OK,862.000000,709.000000,0.908175,2,1,815.500000,921.500000,36.000000,1,-46.500000,212.500000,217.528159,-1.786224,-102.343108
22,detected,OK,868.500000,707.500000,0.913452,2,0,781.500000,567.500000,34.400002,1,-87.000000,-140.000000,164.830216,2.126823,121.857999
22,detected,OK,868.500000,707.500000,0.913452,2,1,846.500000,923.500000,38.299999,1,-22.000000,216.000000,217.117480,-1.672298,-95.815627
23,detected,OK,868.500000,707.500000,0.912342,2,0,845.500000,923.500000,41.000000,1,-23.000000,216.000000,217.221086,-1.676878,-96.078037
23,detected,OK,868.500000,707.500000,0.912342,2,1,778.500000,568.500000,32.700001,1,-90.000000,-139.000000,165.592874,2.145399,122.922331
24,detected,OK,869.000000,707.500000,0.879349,2,0,847.500000,923.500000,40.900002,1,-21.500000,216.000000,217.067386,-1.670007,-95.684329
24,detected,OK,869.000000,707.500000,0.879349,2,1,779.500000,568.500000,34.900002,1,-89.500000,-139.000000,165.321656,2.142861,122.776873
25,detected,OK,874.500000,691.000000,0.877345,2,0,772.500000,561.500000,33.299999,1,-102.000000,-129.500000,164.846140,2.237958,128.225552
25,detected,OK,874.500000,691.000000,0.877345,2,1,873.500000,909.500000,38.799999,1,-1.000000,218.500000,218.502288,-1.575373,-90.262221
26,detected,OK,876.000000,689.000000,0.911532,2,0,874.500000,906.500000,41.000000,1,-1.500000,217.500000,217.505172,-1.577693,-90.395137
26,detected,OK,876.000000,689.000000,0.911532,2,1,770.500000,564.500000,32.200001,1,-105.500000,-124.500000,163.188541,2.273773,130.277593
27,detected,OK,876.000000,689.000000,0.911587,2,0,877.500000,905.500000,40.799999,1,1.500000,216.500000,216.505196,-1.563868,-89.603038
27,detected,OK,876.000000,689.000000,0.911587,2,1,769.500000,560.500000,35.200001,1,-106.500000,-128.500000,166.896675,2.262850,129.651728
28,detected,OK,877.500000,691.500000,0.854583,2,0,893.500000,907.500000,41.400002,1,16.000000,216.000000,216.591782,-1.496857,-85.763605
28,detected,OK,877.500000,691.500000,0.854583,2,1,757.500000,572.500000,33.799999,1,-120.000000,-119.000000,169.000000,2.360379,135.239730
29,detected,OK,878.500000,692.500000,0.913395,2,0,896.500000,908.500000,40.900002,1,18.000000,216.000000,216.748702,-1.487655,-85.236358
29,detected,OK,878.500000,692.500000,0.913395,2,1,754.500000,576.500000,33.299999,1,-124.000000,-116.000000,169.799882,2.389515,136.909152
30,detected,OK,878.500000,693.500000,0.915085,2,0,901.500000,909.500000,39.099998,1,23.000000,216.000000,217.221086,-1.464715,-83.921963
30,detected,OK,878.500000,693.500000,0.915085,2,1,755.500000,578.500000,34.900002,1,-123.000000,-115.000000,168.386460,2.389795,136.925184
31,detected,OK,878.500000,695.500000,0.912961,2,0,912.500000,911.500000,38.500000,1,34.000000,216.000000,218.659553,-1.414670,-81.054618
31,detected,OK,878.500000,695.500000,0.912961,2,1,747.500000,585.500000,34.900002,1,-131.000000,-110.000000,171.058470,2.443112,139.980000
32,detected,OK,878.500000,695.500000,0.917861,2,0,911.500000,911.500000,36.000000,1,33.000000,216.000000,218.506293,-1.419191,-81.313645
32,detected,OK,878.500000,695.500000,0.917861,2,1,746.500000,589.500000,35.000000,1,-132.000000,-106.000000,169.292646,2.465007,141.234480
33,detected,OK,878.500000,695.000000,0.880381,2,0,913.500000,911.500000,36.299999,1,35.000000,216.500000,219.310852,-1.410520,-80.816853
33,detected,OK,878.500000,695.000000,0.880381,2,1,748.500000,584.500000,35.500000,1,-130.000000,-110.500000,170.617262,2.437099,139.635463
34,detected,OK,856.500000,608.500000,0.869452,1,0,893.500000,821.500000,41.200001,1,37.000000,213.000000,216.189731,-1.398804,-80.145545
35,detected,OK,834.500000,574.500000,0.869912,1,0,868.500000,784.500000,39.799999,1,34.000000,210.000000,212.734576,-1.410284,-80.803344
36,detected,OK,812.500000,544.500000,0.868003,1,0,846.500000,754.500000,40.799999,1,34.000000,210.000000,212.734576,-1.410284,-80.803344
37,detected,OK,791.000000,517.500000,0.895984,2,0,825.500000,727.500000,40.900002,1,34.500000,210.000000,212.815061,-1.407965,-80.670460
37,detected,OK,791.000000,517.500000,0.895984,2,1,656.500000,414.500000,34.299999,1,-134.500000,-103.000000,169.408530,2.488056,142.555134
38,detected,OK,769.500000,493.500000,0.867219,2,0,800.500000,702.500000,37.700001,1,31.000000,209.000000,211.286535,-1.423545,-81.563096
38,detected,OK,769.500000,493.500000,0.867219,2,1,638.500000,389.500000,34.299999,1,-131.000000,-104.000000,167.263266,2.470587,141.554181
39,detected,OK,650.000000,418.000000,0.856746,1,0,685.500000,625.500000,39.799999,1,35.500000,207.500000,210.514845,-1.401352,-80.291583
40,detected,OK,637.000000,404.000000,0.915040,1,0,673.500000,611.500000,34.200001,1,36.500000,207.500000,210.685785,-1.396674,-80.023527
41,detected,OK,623.500000,390.000000,0.886320,1,0,659.500000,598.500000,40.299999,1,36.000000,208.500000,211.585089,-1.399820,-80.203790
42,detected,OK,612.500000,377.500000,0.915440,1,0,647.500000,584.500000,40.000000,1,35.000000,207.000000,209.938086,-1.403298,-80.403076
43,detected,OK,603.000000,370.000000,0.849741,1,0,640.500000,578.500000,34.799999,1,37.500000,208.500000,211.845463,-1.392843,-79.804012
44,detected,OK,597.500000,379.500000,0.849759,1,0,640.500000,586.500000,34.900002,1,43.000000,207.000000,211.419015,-1.365980,-78.264875
45,detected,OK,602.500000,389.000000,0.871137,1,0,648.500000,594.500000,34.700001,1,46.000000,205.500000,210.585493,-1.350582,-77.382659
46,detected,OK,606.000000,391.500000,0.881633,1,0,653.500000,597.500000,34.599998,1,47.500000,206.000000,211.405416,-1.344175,-77.015540
47,detected,OK,626.000000,415.500000,0.875762,1,0,677.500000,619.500000,39.500000,1,51.500000,204.000000,210.400214,-1.323512,-75.831663
48,detected,OK,631.000000,419.500000,0.876096,1,0,687.500000,622.500000,37.000000,1,56.500000,203.000000,210.716041,-1.299341,-74.446779
49,detected,OK,634.500000,423.000000,0.869390,1,0,689.500000,626.500000,34.700001,1,55.000000,203.500000,210.801447,-1.306833,-74.875993
50,detected,OK,638.000000,426.500000,0.870554,1,0,692.500000,630.500000,40.099998,1,54.500000,204.000000,211.154564,-1.309736,-75.042364
51,detected,OK,640.000000,433.000000,0.899915,1,0,697.500000,635.500000,35.000000,1,57.500000,202.500000,210.505344,-1.294128,-74.148072
52,detected,OK,641.000000,433.500000,0.874305,1,0,701.500000,635.500000,37.599998,1,60.500000,202.000000,210.865478,-1.279794,-73.326782
53,detected,OK,642.000000,433.000000,0.900467,1,0,698.500000,636.500000,37.200001,1,56.500000,203.500000,211.197775,-1.299976,-74.483150
54,detected,OK,642.000000,433.500000,0.876779,1,0,700.500000,636.500000,39.700001,1,58.500000,203.000000,211.261094,-1.290221,-73.924217
55,detected,OK,640.500000,433.500000,0.902735,1,0,701.500000,638.500000,36.400002,1,61.000000,205.000000,213.883146,-1.281579,-73.429049
56,detected,OK,641.000000,433.000000,0.899307,1,0,702.500000,634.500000,34.599998,1,61.500000,201.500000,210.676292,-1.274566,-73.027239
57,detected,OK,640.000000,431.000000,0.900209,1,0,705.500000,630.500000,37.400002,1,65.500000,199.500000,209.977380,-1.253564,-71.823916
58,detected,OK,637.000000,425.500000,0.874080,1,0,701.500000,626.500000,40.000000,1,64.500000,201.000000,211.095358,-1.260281,-72.208797
59,detected,OK,636.000000,423.500000,0.872592,1,0,698.500000,624.500000,37.200001,1,62.500000,201.000000,210.492874,-1.269328,-72.727165
60,detected,OK,636.000000,421.500000,0.876031,1,0,698.500000,621.500000,37.200001,1,62.500000,200.000000,209.538183,-1.267911,-72.645975
61,detected,OK,634.000000,419.000000,0.900067,1,0,700.500000,618.500000,39.099998,1,66.500000,199.500000,210.291464,-1.249046,-71.565051
62,detected,OK,634.000000,417.000000,0.897721,1,0,700.500000,616.500000,34.700001,1,66.500000,199.500000,210.291464,-1.249046,-71.565051
63,detected,OK,634.000000,415.000000,0.897043,1,0,701.500000,613.500000,35.000000,1,67.500000,198.500000,209.662825,-1.243013,-71.219379
64,detected,OK,634.000000,413.000000,0.897878,1,0,701.500000,611.500000,34.700001,1,67.500000,198.500000,209.662825,-1.243013,-71.219379
65,detected,OK,634.000000,407.000000,0.901815,1,0,705.500000,604.500000,34.900002,1,71.500000,197.500000,210.044043,-1.223449,-70.098462
66,detected,OK,633.500000,407.000000,0.872351,1,0,705.500000,603.500000,38.799999,1,72.000000,196.500000,209.275536,-1.219576,-69.876549
67,detected,OK,632.000000,407.000000,0.898634,1,0,709.500000,602.500000,37.000000,1,77.500000,195.500000,210.300975,-1.193380,-68.375663
68,detected,OK,631.000000,407.500000,0.870561,1,0,705.500000,603.500000,39.099998,1,74.500000,196.000000,209.681306,-1.207560,-69.188100
69,detected,OK,630.000000,408.000000,0.891610,1,0,706.500000,604.500000,34.599998,1,76.500000,196.500000,210.866071,-1.199537,-68.728391
70,detected,OK,630.000000,409.000000,0.893563,1,0,704.500000,604.500000,37.900002,1,74.500000,195.500000,209.214005,-1.206711,-69.139449
71,detected,OK,630.000000,409.000000,0.896906,1,0,707.500000,605.500000,35.000000,1,77.500000,196.500000,211.230916,-1.195125,-68.475623
72,detected,OK,630.000000,409.500000,0.870096,1,0,707.500000,605.500000,34.900002,1,77.500000,196.000000,210.765865,-1.194255,-68.425753
73,detected,OK,630.000000,410.500000,0.865310,1,0,707.500000,605.500000,39.200001,1,77.500000,195.000000,209.836246,-1.192502,-68.325351
74,detected,OK,630.500000,412.000000,0.859104,1,0,709.500000,607.500000,39.400002,1,79.000000,195.500000,210.858365,-1.186767,-67.996757
75,detected,OK,628.000000,419.000000,0.893607,1,0,709.500000,612.500000,34.900002,1,81.500000,193.500000,209.963092,-1.172158,-67.159727
76,detected,OK,628.000000,419.000000,0.892645,1,0,710.500000,612.500000,38.599998,1,82.500000,193.500000,210.353274,-1.167777,-66.908705
77,detected,OK,627.500000,419.000000,0.866151,1,0,707.500000,612.500000,37.200001,1,80.000000,193.500000,209.385410,-1.178761,-67.538003
78,detected,OK,628.000000,419.000000,0.896054,1,0,711.500000,612.500000,35.099998,1,83.500000,193.500000,210.747479,-1.163412,-66.658617
79,detected,OK,628.000000,421.000000,0.890079,1,0,713.500000,612.500000,38.500000,1,85.500000,191.500000,209.720051,-1.150877,-65.940423
80,detected,OK,628.000000,421.500000,0.872219,1,0,713.500000,613.500000,34.400002,1,85.500000,192.000000,210.176711,-1.151847,-65.995992
81,detected,OK,627.500000,421.000000,0.869451,1,0,716.500000,612.500000,37.299999,1,89.000000,191.500000,211.171139,-1.135743,-65.073259
82,detected,OK,626.000000,421.000000,0.891457,1,0,713.500000,611.500000,39.500000,1,87.500000,190.500000,209.634205,-1.140221,-65.329849
83,detected,OK,626.000000,421.000000,0.865001,0,-1,,,,0,,,,,
84,detected,OK,625.500000,421.000000,0.871023,1,0,713.500000,611.500000,39.400002,1,88.000000,190.500000,209.843394,-1.138056,-65.205789
85,detected,OK,624.000000,422.000000,0.889922,1,0,710.500000,612.500000,37.700001,1,86.500000,190.500000,209.218785,-1.144564,-65.578710
86,detected,OK,623.000000,423.500000,0.864074,1,0,709.500000,615.500000,37.099998,1,86.500000,192.000000,210.585493,-1.147509,-65.747443
87,detected,OK,618.000000,421.500000,0.866309,1,0,712.500000,609.500000,34.599998,1,94.500000,188.000000,210.414472,-1.105023,-63.313173
88,detected,OK,618.000000,422.000000,0.893284,1,0,712.500000,608.500000,39.400002,1,94.500000,186.500000,209.075345,-1.101801,-63.128557
89,detected,OK,618.000000,422.000000,0.894354,1,0,713.500000,611.500000,36.299999,1,95.500000,189.500000,212.203911,-1.103988,-63.253825
90,detected,OK,604.500000,427.000000,0.867560,1,0,703.500000,611.500000,38.500000,1,99.000000,184.500000,209.383022,-1.078311,-61.782644
91,detected,OK,604.000000,427.500000,0.875135,1,0,703.500000,612.500000,39.599998,1,99.500000,185.000000,210.060110,-1.077339,-61.726955
92,detected,OK,604.000000,428.000000,0.893783,1,0,703.500000,612.500000,39.099998,1,99.500000,184.500000,209.619894,-1.076209,-61.662220
93,detected,OK,594.500000,436.000000,0.863657,1,0,702.500000,617.500000,36.900002,1,108.000000,181.500000,211.201918,-1.034031,-59.245606
94,detected,OK,594.000000,437.000000,0.897623,1,0,699.500000,618.500000,34.400002,1,105.500000,181.500000,209.934514,-1.044265,-59.831967
95,detected,OK,593.000000,437.000000,0.899125,1,0,696.500000,618.500000,37.700001,1,103.500000,181.500000,208.936593,-1.052541,-60.306139
96,detected,OK,580.000000,445.500000,0.875739,1,0,690.500000,624.500000,38.500000,1,110.500000,179.000000,210.359811,-1.017740,-58.312202
97,detected,OK,578.000000,447.500000,0.875145,1,0,689.500000,623.500000,36.799999,1,111.500000,176.000000,208.346466,-1.006092,-57.644812
98,detected,OK,576.000000,447.500000,0.876210,1,0,683.500000,626.500000,36.599998,1,107.500000,179.000000,208.799545,-1.029966,-59.012713
99,detected,OK,568.500000,454.000000,0.866712,1,0,683.500000,632.500000,36.299999,1,115.000000,178.500000,212.337585,-0.998468,-57.208029
100,detected,OK,568.000000,455.000000,0.903597,1,0,682.500000,630.500000,34.400002,1,114.500000,175.500000,209.548324,-0.992721,-56.878700
101,detected,OK,567.500000,456.500000,0.899689,1,0,682.500000,629.500000,39.900002,1,115.000000,173.000000,207.735409,-0.984129,-56.386429
102,detected,OK,560.500000,467.500000,0.901317,1,0,747.500000,426.500000,34.900002,1,187.000000,-41.000000,191.441897,0.215836,12.366497
103,detected,OK,560.000000,468.500000,0.867005,1,0,748.500000,428.500000,37.799999,1,188.500000,-40.000000,192.697301,0.209100,11.980539
104,detected,OK,560.000000,467.500000,0.867215,1,0,746.500000,426.500000,34.900002,1,186.500000,-41.000000,190.953528,0.216397,12.398627
105,detected,OK,560.000000,467.000000,0.895648,1,0,746.500000,423.500000,35.000000,1,186.500000,-43.500000,191.505875,0.229147,13.129166
106,detected,OK,560.000000,479.000000,0.847676,1,0,746.500000,435.500000,36.099998,1,186.500000,-43.500000,191.505875,0.229147,13.129166
107,detected,OK,550.500000,506.000000,0.880006,1,0,742.500000,464.500000,34.799999,1,192.000000,-41.500000,196.433831,0.212871,12.196616
108,detected,OK,540.500000,566.000000,0.877994,1,0,732.500000,523.500000,34.400002,1,192.000000,-42.500000,196.647527,0.217842,12.481404
109,detected,OK,536.000000,592.000000,0.848672,1,0,724.500000,548.500000,32.299999,1,188.500000,-43.500000,193.454129,0.226799,12.994617
110,detected,OK,527.500000,618.500000,0.850606,1,0,715.500000,571.500000,33.500000,1,188.000000,-47.000000,193.785964,0.244979,14.036243
111,detected,OK,518.500000,643.500000,0.908587,1,0,705.500000,597.500000,36.299999,1,187.000000,-46.000000,192.574661,0.241200,13.819762
112,detected,OK,514.000000,741.500000,0.878633,2,0,698.500000,689.500000,35.299999,1,184.500000,-52.000000,191.687897,0.274717,15.740109
112,detected,OK,514.000000,741.500000,0.878633,2,1,510.500000,579.500000,32.099998,1,-3.500000,-162.000000,162.037804,1.592398,91.237679
113,detected,OK,512.500000,757.500000,0.904106,2,0,702.500000,704.500000,35.099998,1,190.000000,-53.000000,197.253644,0.272032,15.586304
113,detected,OK,512.500000,757.500000,0.904106,2,1,509.500000,599.500000,34.400002,1,-3.000000,-158.000000,158.028478,1.589781,91.087764
114,detected,OK,514.000000,763.000000,0.901146,2,0,700.500000,706.500000,34.900002,1,186.500000,-56.500000,194.870470,0.294160,16.854135
114,detected,OK,514.000000,763.000000,0.901146,2,1,511.500000,603.500000,35.799999,1,-2.500000,-159.500000,159.519591,1.586469,90.897979
115,detected,OK,527.500000,761.000000,0.864959,1,0,708.500000,701.500000,35.799999,1,181.000000,-59.500000,190.528869,0.317601,18.197208
116,detected,OK,534.500000,747.500000,0.906805,2,0,714.500000,687.500000,35.799999,1,180.000000,-60.000000,189.736660,0.321751,18.434949
116,detected,OK,534.500000,747.500000,0.906805,2,1,522.500000,591.500000,33.799999,1,-12.000000,-156.000000,156.460858,1.647568,94.398705
117,detected,OK,538.000000,742.500000,0.871390,2,0,719.500000,679.500000,33.799999,1,181.500000,-63.000000,192.123007,0.334096,19.142268
117,detected,OK,538.000000,742.500000,0.871390,2,1,526.500000,583.500000,35.099998,1,-11.500000,-159.000000,159.415338,1.642998,94.136831
118,detected,OK,557.500000,728.500000,0.896842,2,0,739.500000,662.500000,34.599998,1,182.000000,-66.000000,193.597521,0.347888,19.932537
118,detected,OK,557.500000,728.500000,0.896842,2,1,537.500000,568.500000,32.700001,1,-20.000000,-160.000000,161.245155,1.695151,97.125016
119,detected,OK,558.500000,727.500000,0.901840,2,0,537.500000,567.500000,32.700001,1,-21.000000,-160.000000,161.372240,1.701300,97.477330
119,detected,OK,558.500000,727.500000,0.901840,2,1,736.500000,661.500000,37.700001,1,178.000000,-66.000000,189.842040,0.355072,20.344101
120,detected,OK,560.000000,725.500000,0.872087,2,0,538.500000,565.500000,32.700001,1,-21.500000,-160.000000,161.438069,1.704371,97.653276
120,detected,OK,560.000000,725.500000,0.872087,2,1,737.500000,659.500000,33.299999,1,177.500000,-66.000000,189.373309,0.355989,20.396694
121,detected,OK,562.500000,723.000000,0.863598,2,0,739.500000,655.500000,33.299999,1,177.000000,-67.500000,189.434025,0.364331,20.874647
121,detected,OK,562.500000,723.000000,0.863598,2,1,538.500000,561.500000,33.799999,1,-24.000000,-161.500000,163.273543,1.718323,98.452682
122,detected,OK,564.000000,724.500000,0.867363,2,0,742.500000,654.500000,35.099998,1,178.500000,-70.000000,191.734843,0.373727,21.412969
122,detected,OK,564.000000,724.500000,0.867363,2,1,538.500000,564.500000,32.900002,1,-25.500000,-160.000000,162.019289,1.728842,99.055358
123,detected,OK,564.000000,727.500000,0.876294,2,0,743.500000,657.500000,33.799999,1,179.500000,-70.000000,192.666162,0.371832,21.304398
123,detected,OK,564.000000,727.500000,0.876294,2,1,540.500000,568.500000,33.599998,1,-23.500000,-159.000000,160.727253,1.717533,98.407378
124,detected,OK,564.500000,733.500000,0.901771,2,0,737.500000,660.500000,35.500000,1,173.000000,-73.000000,187.771137,0.399297,22.878058
124,detected,OK,564.500000,733.500000,0.901771,2,1,538.500000,574.500000,33.799999,1,-26.000000,-159.000000,161.111762,1.732884,99.286928
125,detected,OK,564.500000,737.000000,0.862332,2,0,736.500000,662.500000,34.700001,1,172.000000,-74.500000,187.441324,0.408745,23.419344
125,detected,OK,564.500000,737.000000,0.862332,2,1,534.500000,578.500000,33.700001,1,-30.000000,-158.500000,161.314135,1.757858,100.717839
126,detected,OK,564.000000,741.000000,0.895770,2,0,736.500000,666.500000,35.799999,1,172.500000,-74.500000,187.900239,0.407687,23.358746
126,detected,OK,564.000000,741.000000,0.895770,2,1,536.500000,583.500000,33.799999,1,-27.500000,-157.500000,159.882770,1.743657,99.904183
127,detected,OK,566.000000,744.000000,0.835951,2,0,737.500000,668.500000,35.200001,1,171.500000,-75.500000,187.383297,0.414702,23.760689
127,detected,OK,566.000000,744.000000,0.835951,2,1,536.500000,585.500000,32.099998,1,-29.500000,-158.500000,161.221897,1.754811,100.543246
128,detected,OK,584.000000,763.000000,0.889060,2,0,754.500000,680.500000,35.500000,1,170.500000,-82.500000,189.410929,0.450661,25.820992
128,detected,OK,584.000000,763.000000,0.889060,2,1,543.500000,603.500000,33.799999,1,-40.500000,-159.500000,164.561539,1.819460,104.247354
129,detected,OK,585.000000,765.000000,0.887786,2,0,544.500000,608.500000,32.400002,1,-40.500000,-156.500000,161.655498,1.824027,104.509041
129,detected,OK,585.000000,765.000000,0.887786,2,1,752.500000,679.500000,33.299999,1,167.500000,-85.500000,188.059831,0.471971,27.041937
130,detected,OK,586.500000,767.000000,0.858314,1,0,751.500000,682.500000,35.500000,1,165.000000,-84.500000,185.378667,0.473297,27.117949
131,detected,OK,599.500000,775.000000,0.864974,2,0,547.500000,621.500000,32.700001,1,-52.000000,-153.500000,162.068658,1.897425,108.714438
131,detected,OK,599.500000,775.000000,0.864974,2,1,763.500000,682.500000,34.700001,1,164.000000,-92.500000,188.287679,0.513547,29.424058
132,detected,OK,600.500000,774.500000,0.828194,2,0,547.500000,621.500000,32.200001,1,-53.000000,-153.000000,161.919733,1.904265,109.106353
132,detected,OK,600.500000,774.500000,0.828194,2,1,764.500000,680.500000,34.700001,1,164.000000,-94.000000,189.029098,0.520458,29.820073
133,detected,OK,602.000000,774.500000,0.858451,2,0,761.500000,677.500000,33.500000,1,159.500000,-97.000000,186.679538,0.546391,31.305895
133,detected,OK,602.000000,774.500000,0.858451,2,1,551.500000,621.500000,32.200001,1,-50.500000,-153.000000,161.118745,1.889603,108.266267
134,detected,OK,612.000000,778.000000,0.895760,2,0,551.500000,626.500000,34.900002,1,-60.500000,-151.500000,163.133381,1.950734,111.768799
134,detected,OK,612.000000,778.000000,0.895760,2,1,766.500000,674.500000,33.599998,1,154.500000,-103.500000,185.963706,0.590240,33.818246
135,detected,OK,614.000000,778.000000,0.897747,2,0,551.500000,630.500000,31.500000,1,-62.500000,-147.500000,160.195193,1.971590,112.963773
135,detected,OK,614.000000,778.000000,0.897747,2,1,767.500000,673.500000,33.299999,1,153.500000,-104.500000,185.694642,0.597711,34.246320
136,detected,OK,616.000000,778.500000,0.870704,2,0,553.500000,627.500000,34.900002,1,-62.500000,-151.000000,163.423530,1.963234,112.485020
